tweetid	text
16645	@jorgerpsuv @dcabellor NicolasMaduroOf Lo malo de las redes que la gente no responde? lo bueno es que quedan rastro de nuestra palabra
16646	@hcapriles @Buenas_Noches  #aunhayuncamino trabaja por ganar Miranda, pero teniendo en el horizonte a Venezuela!!
16647	Hoy @hcapriles estará en el Aniversario de la Virgen de Chiquinquirá en el estado #Zulia.
16648	Desde el primer día estamos trabajando con el mismo esfuerzo. Estamos muy contentos en traerles soluciones a nuestro pueblo @hcapriles
16649	Y debería responderme también @HayUnCamino: Hoy @hcapriles estará en el Aniversario de la Virgen de Chiquinquirá en el estado #Zulia.
16650	@hcapriles MI AMOR BUENOS DIAS! ♥ &amp; SI ME MANDAS MIS BESOS DE BUENOS DIAS?3
16651	@hcapriles MI AMOR BUENOS DIAS! ♥ &amp; SI ME MANDAS MIS BESOS DE BUENOS DIAS?11
16652	@hcapriles MI AMOR BUENOS DIAS! ♥ &amp; SI ME MANDAS MIS BESOS DE BUENOS DIAS? 13
16653	@hcapriles MI AMOR BUENOS DIAS! ♥ &amp; SI ME MANDAS MIS BESOS DE BUENOS DIAS? 15
16654	Buenos días, señor Henrique, será que usted me puede hacer un favor? Por favor, por favor, por favooooooor☹ @hcapriles
16655	@hcapriles: Buen Dia y Feliz Domingo, y que la VIRGEN DE CHIQUINQUIRA te proteja! @hcapriles
16656	@hcapriles buenos días esta bien ja ☺
16657	Buenos días a @hcapriles te amoooooo*-*
16658	Yo se que tu me estaas leyendo! @hcapriles mandame el beso chico
16659	@hcapriles Segui creyendo que te volveras creyon!
16660	Hola príncipe @hcapriles eso no lo hará nunca, mira vendrás a Guarenas el 21 día de la Copacabana?
16661	@hcapriles La virgen de la Chinita te ilumine te llene de bendiciones... Te muestre el camino q debes recorrer
16662	@hcapriles ADELANTE ,CAPRILES PRESIDENTE.UN GRAN PROYECTO POLITICO QUE USTED LIDERA.
16663	@hcapriles wepaleee, hazme un favorsito, es sencillo): no te costará nada): sólo dos tweets): necesito que felicites a mi mamá en su cumple
16664	RT@hcapriles: Será que hoy José Vicente Rangel comentará sobre las encuestas del propio Gobierno donde están perdiendo Miranda por paliza?
16665	Buenos días gobernador bello @hcapriles
16666	@hcapriles y Yo lo invito a mi Hogar q esta en alto riesgo desd hac 4 aos le parece bn si mnda a alguien soy d MIRANDA PAZ CASTILLO
16667	Hoy @hcapriles estará en el Aniversario de la Virgen de Chiquinquirá en el estado #Zulia.
16668	@hcapriles MI AMOR BUENOS DIAS! ♥ &amp; SI ME MANDAS MIS BESOS DE BUENOS DIAS?29
16669	teamo RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16670	Mandame el beso @hcapriles YO TE AMO
16671	@hcapriles sigue mintiendole a tu electorado y te vas a quedar mirando pal techo. Miranda cambio y elegirá a Elias Jaua
16672	♥ RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16673	@hcapriles Gracias flaco igual para ti, que la Virgen de Chiquinquirá te colme de bendiciones♥
16674	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16675	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16676	💜 RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16677	@hcapriles ponte a creer bichito que vas pa fuera que Elias jaua te va ganar y el pueblo de Miranda no te quiere ni regalao @ForoCandanga
16678	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16679	.@hcapriles: Nuestro pueblo el 16D le va a dar una lección a quienes nunca hicieron nada por Miranda http://t.co/QOeudd7h (Vía @globovision)
16680	.@hcapriles: Nuestro pueblo el 16D le va a dar una lección a quienes nunca hicieron nada por Miranda http://t.co/QOeudd7h (Vía @globovision)
16681	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16682	.@hcapriles: Nuestro pueblo el 16D le va a dar una lección a quienes nunca hicieron nada por Miranda http://t.co/QOeudd7h (Vía @globovision)
16683	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16684	@hcapriles Gracias por felicitarnos hoy dia de nuestra Reina Chinita
16685	El 16-D los mirandinos daremos otro golpe al #SIONISMO INTERNACIONAL derrotando a @hCAPriles y eligiendo a @JauaMiranda como Gobernador
16686	@hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16687	#JuanDiazContigo Comunidad árabe de Aragua declara hijo ilustre a Tareck El Aissami: Prensa CCC Aragu... http://t.co/KyN5vEzm @dcabellor
16688	@hcapriles
16689	@hcapriles no abandones a Venezuela, cada vez q hablas nos motivas a seguir luchando, y mantenemos la esperanza, contigo siempre
16690	En asamblea de educadores con @hcapriles en el Municipio Paz Castillo
16691	En #Miranda #VotaConTodaTuVoluntad por @hcapriles #AbajoYEnElCentro  http://t.co/3lF21pgN @VPA_Miranda
16692	@hcapriles pronto diran que comunal y comunismo es lo mismo y es bueno... hay que defender la democracia..
16693	A @hcapriles lo quieren liquidar como ya hicieron con varios líderes demócratas de este país. Que el militarismo lo haga es normal pero...
16694	“@hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!”
16695	A @hcapriles lo quieren liquidar como ya hicieron con varios líderes demócratas de este país. Que el militarismo lo haga es normal pero...
16696	Celoso. @BetoGonzalez19: Atrevida RT @DianoM_: ¿Quieres ser el papá de mis hijos?@hcapriles
16697	RT @hcapriles: Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá,la Chinita!
16698	#Video “Al ver lo que hemos logrado en #Miranda, sé que vale la pena seguir avanzando” @hcapriles http://t.co/t3k208CW
16699	#Video “Al ver lo que hemos logrado en #Miranda, sé que vale la pena seguir avanzando” @hcapriles http://t.co/PLdeMo2K
16700	RT @VoluntadPopular: En #Miranda #VotaConTodaTuVoluntad por @hcapriles #AbajoYEnElCentro  http://t.co/mGYZN4dT @VPA_Miranda
16701	Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16702	RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16703	Que bello. RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16704	Hoy @hcapriles estará en el Aniversario de la Virgen de Chiquinquirá en el estado #Zulia.
16705	@hcapriles y como todos los años, aquí te estamos esperando.Bienvenido
16706	@hcapriles Un gran abrazo lleno de ful energía para ti.. Feliz domingo!!!!!!! Saludos desde Maracay, sigo contigo. #HayUnCamino
16707	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/Bd9DrCF4
16708	@JacquelinePSUV @JauaMiranda @TareckPSUV @dcabellor 18/11/2004 TERRORISTAS ASESINAN AL #FISCAL VALIENTE DANILO ANDERSON http://t.co/EUaSWGJO
16709	@vtvcanal8 @dcabellor @rangelgomez yo sere un traidor al psuv por votar por ARCINIEGAS. pero jamas sere un traidor a mi estado #bolivar
16710	Te amoo “@hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!”
16711	Farandulero :/ RT @hcapriles Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16712	Toy namorá. RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16713	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/Bd9DrCF4
16714	RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16715	Y el estadio grita Capriles Capriles Capriles y nadie le para al juego! @aguilasdelzulia @hcapriles #AlaCargaaa
16716	APOYO! @SENTENCIADOR2 @NicolasMaduroOf @AleFleming @dcabellor @HitcherMINAMB @minturvenezuela @anstem2010 &gt; (cont) http://t.co/14k6UFg4 &lt;&lt;
16717	Te amamos! RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16718	@hcapriles ayer en la madrugada te escribí diciendo te que estaban invadiendo por camino real en nva casarapa y no respondiste!
16719	@juanvenezuelabi @hcapriles no es el único responsable. Somos todos. Hay q salir y luchar pero no por esta herramienta
16720	Gracias bello RT @hcapriles Un gran abrazo a todos los Zulianos hoy en el día de su Patrona,nuestra Santa Madre Virgen de Chiquinquirá...
16721	En #Portuguesa el candidato es Castro Soteldo http://t.co/j9aG0L3C @dcabellor @PartidoPSUV @PortguesaPrensa #CNE #PSUV #Venezuela
16722	Yupiiii :) RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16723	¡En Miranda seguimos adelante junto a @hcapriles! Descarga y comparte nuestra nueva canción http://t.co/LC7uE2c0
16724	¡En Miranda seguimos adelante junto a @hcapriles! Descarga y comparte nuestra nueva canción http://t.co/LC7uE2c0
16725	RT: @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16726	Contexto Miranda| Con la brecha que tiene @hcapriles no basta cantar victoria,  esta region es punto de honor para el gobierno!
16727	RT @alejandroleald: RT @Joppez1: RT @hcapriles: Como todos los años voy llegando a Maracaibo para el ... http://t.co/4TqJkrQD
16728	#LOGROSDELAREVOLUCION DISMINUCION DE LAS TASAS DE INTERES @FOROCANDANGA @BORGESCLAUDIO @MARIEMYTB @DCABELLOR @YELITZEPSUV_ #MONAGAS
16729	Ya empezaron las aguilas a aflojarse! Y como no si ya llego @hcapriles a empavar el juego!
16730	RT @nathysandoval: Te quiero ver flaco, te amo @hcapriles
16731	@marypilih esta señora en el fondo esta enamorada de @hcapriles
16732	LES GUSTE Ò NÒ CANALES ES LA NÙMERO 1 http://t.co/hasRAYEQ @chavezcandanga @vtvcanal8 @telesurtv @canal_i @globovision @hcapriles #16D #mud
16733	.@hcapriles asistió al tradicional Juego de La Chinita http://t.co/UqHlIwHO (Vía @noticias24)
16734	@hcapriles @globovision los invito a visitar nuestra pagina en facebook sala de belleza venezolana secretos en bogota colombia
16735	Jajajaja las águilas iban ganando y. Llego @hcapriles a empavarlos
16736	Los fanáticos de las @aguilasdelzulia le gritamos fuera al perdedor de @hcapriles @ForoCandanga @PanchoArias2012
16737	Q pasa con la solidaridad para la Alcaldesa d Cantaura?? @JLRodriguez2010 @OvidioLozada @GerardoBlyde @hcapriles @josyfernandez UNIDAD!!!
16738	@gabyanez me pasa una foto de ella con @hcapriles y yo :( !
16739	@hcapriles y hoy también se celebra el día del Visitador Médico!
16740	@ElenaAbuela @hcapriles Y NO TE QUIERAS PRESENTAR COMO INGENUA ¿5 MESES? XFAVOR Y CON TODO EL APOYO DEL PODER INTERNACIONAL Y ECONOMICOOOOO!
16741	Activismo en Pozo de Rosas, Los Teques @74angy @hcapriles #AunHayUnCamino http://t.co/2yB6rJpB
16742	@hcapriles * EL QUE ESTÉ libre de piedra, que arroje la primera culpa (Podría ser...el estudiante Elías Jaua?)
16743	Hola, te ves aun mas lindo con la gorra del Caracas. Gracias por todo, que la Chinita te bendiga siempre @hcapriles, Ahora por miranda. ♥
16744	@Adrinsonh @hcapriles @chavezcandanga Como es que ahora eres chavista adrinson? de pana que no entiendo...
16745	@HCapriles Radonski Cuando me preguntan cual es mi vocación siempre respondo clarito, yo soy un servidor público. http://t.co/Wm43bJDJ
16746	Fuerte aplauso recibió el Flaco @hcapriles en el estadio Luis Aparicio el grande sigue caminando el amigo
16747	Te viii RT @hcapriles: Como todos los años voy llegando a Maracaibo para el día de la Chinita,un abrazo a todo nuestro Pueblo Zuliano!
16748	Por no organizarnos por eso no sacamos al loco. @hcapriles pierde, pero en vez de forjarlo como lider la oposicion lo desplaza por su hambre
16749	AMEN RT @Intuitvertida: #15SueñosPendientes que @hcapriles sea nuestro presidente!
16750	#15SueñosPendientes 15.Que @hcapriles sea el presidente de Venezuela.
16751	¿HERMOSO? Hermoso, fue ver a @hcapriles En el juego de la chinita...
16752	Yo soy @hcapriles y salgo a dar un discurso lo que les diria es: TIENEN EL PAIS QUE SE MERECEN POR CABRONES!
16753	Grande @hcapriles en la misa de la chinita
16754	El gobernador @PabloPerezOf en compania de @carogut29 @hcapriles y la alcaldesa @EvelingTrejo en la misa de la chinita! http://t.co/mSPBHNtB
16755	#JuanDiazContigo Plan de seguridad propone Elías Jaua para defender la vida de los mirandinos: Prensa... http://t.co/nYEyr0Yl @dcabellor
16756	#LOGROSDELAREVOLUCION INCORPORACION AL MERCOSUR @FOROCANDANGA @BORGESCLAUDIO @DCABELLOR @YELITZEPSUV_ #MONAGAS #MATURIN @ANAT5
16757	@hcapriles Supongo q lo q t provoca es decirle a los zuli anos..tienen lo q se merecen!Pero eres noble,ojala comprendas q eres nuestro lider
16758	Demasiado bello @hcapriles !!
16759	Viendo al Flaco @hcapriles en la Chinita, para mi es nuestro líder y Nuestra representación.
16760	En la misa de la Basilica presente @hcapriles como lo prometio cuando era candidato presidencial,que lindo detalle cumplido.Un abrazo
16761	Faltoo mi fotoo☹ @hcapriles bellooo flaco!! Que la Chinita te bendiga.. http://t.co/Ve3QVS9I
16762	@hcapriles: Buen Dia y Feliz Domingo, y que la VIRGEN DE CHIQUINQUIRA te proteja! @hcapriles
16763	“#Miranda sabe que cuenta conmigo para seguir construyendo oportunidades para todos” @hcapriles http://t.co/SncSXrwY
16764	“#Miranda sabe que cuenta conmigo para seguir construyendo oportunidades para todos” @hcapriles http://t.co/SncSXrwY
16765	Un buen papel para @hcapriles @globovision: Tim Burton ya tiene guionista para su versión de Pinocho http://t.co/pKFeyyqj
16766	@hcapriles No hables más de centralización,tu no entiendes nada.PASAR EL PODER A LAS COMUNAS ES LA MAYOR DESCENTRALIZACIÓN QUE EXISTE.
16767	GUARENAS: @eligionavarro aquí tienes, directivos @UNT_PLAZA haciendo el trabajo por @hcapriles, ATN: @DiputadaBarboza http://t.co/WwPR1MAr
16768	@hcapriles entre nosotros Chinita 2012
16769	RT @Mariarcangelita: Como recuerdo los dias felices q nos hiciste vivir a todos los venezolanos! Gracias @hcapriles
16770	Tan bello el flaco @hcapriles con la chinita hermosa :')
16771	'Sigo enamorado de la misma dama que se llama Venezuela y nadie me va a expropiar ese amor por ella y por Miranda' @hcapriles
16772	Hermosa misa en conmemoración a la aparición hacen 303 años de 'La Chinita' desde el edo. Zulia con presencia también de @hcapriles
16773	@hcapriles siempre todos los años vas a la virgen de chiquinquirá woooooooooo no sabia eres muy católico @hcapriles
16774	#JuanDiazContigo Plan de seguridad propone Elías Jaua para defender la vida de los mirandinos: Prensa... http://t.co/nYEyr0Yl @dcabellor
16775	te felicito por estar en la celebracion de la chinita, eres tu el que debe gobernar este pais @hcapriles
16776	@blancaePSUV @dcabellor  Nos violan Derechos Laborales a Jubilados del CNE,mas d un año sin que se nos homologue,Instar a Rectores q c..
16777	@dcabellor @chavezcandanga Después d la reestructuración CNE, han pasado + d 1 año sin q los JUBILADOS sean HOMOLOGADOSdonde está socialismo
16778	RT @hcapriles: Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/2cQwIIBh
16779	@hcapriles: Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/tjm0549I
16780	@hcapriles Flaco te adoro, seras el gobernador de Miranda y con la fe puesta en Dios, pronto seras Presidente de Venezuela. DTB
16781	@hcapriles mi flaacooo. Te Adoorooo :* ♥
16782	@hcapriles amén...
16783	Yo lo amo la vida“@YsabelcristinaO: @SoyCatirrucia @hcapriles Yo lo amo&lt;3 no se si tu jajaja”
16784	#15SueñosPendientes 6. Que @hcapriles sea presidente de Venezuela.
16785	Amen mi flaco y a ti también te de muchas mas bendiciones RT @hcapriles: Desde Maracaibo,que la Chinita ... http://t.co/yGKuvTIe
16786	@hcapriles amen amen y amen
16787	Jehová es tu guardador;Jehová es tu sombra a tu mano derecha El sol no te fatigará de día, Ni la luna de noche.Salmos 121:5,6. @hcapriles
16788	RT @hcapriles: Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/tqYx88Jd
16789	#15SueñosPendientes ver a @hcapriles como Presidente de Venezuela
16790	Sabia usted que el candidato @hcapriles no tiene ni el 20% De aceptación en el estado miranda
16791	#LOGROSDELAREVOLUCION RESCATE DE LA INDUSTRIA PETROLERA-PDVSA @FOROCANDANGA @POLIMONAGAS @MARIEMYTB @DCABELLOR @YELITZEPSUV_ #MONAGAS
16792	RT @hcapriles: Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/j0nGzNfA
16793	Belloooo RT@hcapriles Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/9YMVFUGE
16794	@hcapriles si sigues asi vas a perder las eleccions. todas las comunidads q visitamos dicn q no has ido, q no hablas, x favor no lo permitas
16795	@hcapriles Si quieres venir con gusto Hermanito. Parroquia la candelaria. Punta cardon.punto.fijo.estado.falcon
16796	AMEN, gracias por tu visita&lt;3 RT @hcapriles: Desde Maracaibo,que la Chinita los bendiga a todos por siempre! http://t.co/l2tDfid5
16797	Fuerte aplauso recibió el Flaco @hcapriles en el estadio Luis Aparicio el grande sigue caminando el amigo
16798	Dice @roger_1raven: Si Rosita @JimenaarayaVzla puede ser dirigente político,yo puedo ser Presidenta dijo @canalesdiosa Y @Hcapriles ¿?
16799	@soniamarcano: @NelsonBocaranda en lugar de sucias conjetura debe reconoce la encomiable gestion d Edgar Zambrano @hcapriles @kicobautista
16800	“@RConfidencial: Segun las encuestas @Hcapriles cabalga cómodo hacia la meta. Elias con la lengua afuera” COÑO PERO CUENTEN BIEN LOS VOTOS
16801	VOTA ESTE 16 DE DICIEMBRE. #ActivaXMiranda Con @hcapriles #YoVotoAbajoYEnElCentro Con @VoluntadPopular. @Vp_LosSalias @JVP_lossalias
16802	@FabiolaGuerrer0 @EvelingTrejo @hcapriles Ella como siempre posando, pongase a trabajar Sra Alcaldesa aun hay demasiadas calles q reparar
16803	Hasta en TNT sale mi @hcapriles, te amo&lt;3
16804	@hcapriles Un gran abrazo lleno de ful energía para ti.. Feliz domingo!!!!!!! Saludos desde Maracay, sigo contigo. #HayUnCamino
16805	@bufalin21 @Rafucho01 @solangepastor @hcapriles ESTE RÉGIMEN TEME A PUEBLO EN CALLE, HAY Q PROTESTAR PARA HACER VALER NUESTROS DERECHOS!
16806	@ALERTADICE @bufalin21 @solangepastor @hcapriles  Es la verdad Verdadera! Todo gobierno le teme al Pueblo en la Calle y aqui esta Comprobado
16807	@hcapriles voy a tii ♥ q belloo *.*
16808	Venezuela TE AMA! ♥ RT @hcapriles: Miles de gracias al Pueblo Zuliano por su cariño,nos vemos ... http://t.co/VUR4VCfl
16809	Luego de la derrota del 7 de octubre, a @hcapriles se le ve poco... http://t.co/6rfsKTME
16810	RT @hcapriles: Miles de gracias al Pueblo Zuliano por su cariño,nos vemos pronto!Se les quiere mucho,un gran abrazo!Feliz noche!
16811	Con mi flaco en el estadio. Dios te bendiga siempre bello. Te queremos en el zulia. @hcapriles . http://t.co/1H2LnuLf
16812	RT @hcapriles: Miles de gracias al Pueblo Zuliano por su cariño,nos vemos pronto!Se les quiere mucho,un gran abrazo!Feliz noche!
16813	@hcapriles con @EvelingTrejo en la prosecion de la Virgen Chiquinquira! Bella China! http://t.co/Rax97c5R
16814	En el blog de @hcapriles podrás conocer más sobre nuestro camino hacia el progreso: http://t.co/Wx8rxCjL
16815	@molotov1000 @Tigre_Rojo19 @chavezcandanga @dcabellor El misterio está entre el funcionariato y la violación al Estado de Derecho.
16816	Mi esfuerzo por hacerle campaña a @hcapriles a Mi corta edad Exelentes Personas @HayUnCamino. http://t.co/aM2LWe3U
16817	@Edberti @unidadvenezuela a ver si entendi; si Jaua dice que ta bravo con Chavez le retiramos el apoyo a @hcapriles ?
16818	@hcapriles Henrique Capriles ud tiene una relación de noviazgo con la  Miss Venezuela Mundo 2011 Gabriella Ferrari :-D¿?
16819	@hcapriles te queremos capriles que Dios te bendiga, mantengo mi fe y mi esperanza en que seras nuestro presidente, Venezuela se lo merece!!
16820	#15SueñosPendientes 13. Progreso en mí país @hcapriles
16821	via @carlos_1her: DIOSA CANALES @CANALESDIOSA PRESIDENTA DE #VENEZUELA NO JODA!! @HCAPRILES @MariaCorinaYa @chavezcandanga @leopoldolopez
16822	@chavezcandanga @dcabellor  Necesito ayuda, fui golpeada y vine a colocar la denuncia y ahora se me amedrentó por mi vida y los míos.
16823	@chavezcandanga @dcabellor Hago esta denuncia publica porque los funcionarios me indicaron q debía retirar la denuncia.
16824	@dcabellor @chavezcandanga Necesito su ayuda fui agredida por un grupo de jóvenes en Sucre y una de las agresoras es hermana de Manuel Lanza
16825	@dcabellor @chavezcandanga Necesito su ayuda fui agredida por un grupo de jóvenes en Sucre y una de las agresoras es hermana de Manuel Lanza
16826	Feliz Semana! #SeguimosLuchando #SeguimosCreciendo sembrando #LaMejorVzla. Vota el #16D por @hcapriles por @VoluntadPopular y @vpchacao
16827	#AlóJusticia Una cosa muy diferente es demostrar que #enMitrenEjecutivolaGente es HONESTA… @HCapriles
16828	Cafecito mañanero para @JauaMiranda---» @EldiarioLaVoz: IVAD: 61,1% de mirandinos apoya reelección de @hcapriles http://t.co/njlFHXRQ
16829	Buenos diass @hcapriles hoy me levante con mas  ganas de ir a votar el 16D :)
16830	Faltan solo 27 días para el 16 de diciembre. En Miranda estamos comprometidos que con @hcapriles. Vota abajo y el centro @Voluntadpopular
16831	Faltan solo 27 días para el 16 de diciembre. En Miranda estamos comprometidos con @hcapriles. Vota abajo y el centro @Voluntadpopular
16832	Se le agotaron las fuerzas al “flaquito @hcapriles: http://t.co/6rfsKTME
16833	@AmyCarolina7 @hcapriles @plomoparejo El 16-D no habrá elecciones, sino selecciones
16834	@AmyCarolina7 @hcapriles @plomoparejo Con este CNE, el 16-D no habrá elecciones, sino selecciones
16835	@jorodrigueznew @hcapriles @CarlosOcariz JAJAJAJA BUENOS DÍAS @jorodrigueznew QUE BUENA GESTIÓN DE ESTOS SEÑORES
16836	@mayrabriceno @mabelenmarrero @nohemiramos @NormaBarren @hcapriles @jaarubio @cristinabriceno gracias, feliz semana para todos ;)
16837	@dcabellor NO compremos productos de asesinos sionistas!!! http://t.co/Nj7Su1Iz http://t.co/m61PPJ4s
16838	¿Será que @hcapriles fue a pedirle un milagro a la virgen de la Chinita?... http://t.co/3nlSI8qs
16839	@hcapriles miranda abrio los ojos y encontro su camino.!! como dice la cuña, somos la fuerza del cambio!
16840	@hcapriles miranda abrio los ojos y encontro su camino.!! como dice la cuña, somos la fuerza del cambio!
16841	Seijas-Ivad,encuesta que usaban los voceros del partido rojo todas las semanas,dice que en Miranda pierden por 22 ptos
16842	RT @hcapriles Hasta en sus encuestas está clarito,sigamos trabajando con fuerza por el futuro,vamos a votar y a ganarles por paliza!
16843	Movistar subio la renta sin avisar a sus clientes @chavezcandanga @dcabellor @eliasjaua @AleSotoSolano
16844	@hcapriles Amen!!! Asi sera flaquito asi sera
16845	@hcapriles VEVE, EJTOY DE CUMPLEEEE.. :(
16846	Se paso jaja @hcapriles: A ese candidato que nos mandaron a Miranda que le vayan ubicando un Consulado para que ... http://t.co/vRRzpxlW
16847	@hcapriles Asi se habla Flaco seguimos en la lucha por el Progreso aqui en Lara tenemos un lider como tu #YoConHenriFalconElMejorGobernador
16848	@hcapriles Así se habla flaco!! saludos desde Barinas. Dios te bendiga
16849	@hcapriles y q va pasar con venezuela??? ☹
16850	@hcapriles: Para q lo entiendan los politiqueros y corruptos en su mismo lenguaje,a Miranda no volverán!Miranda no regresa a la oscuridad!
16851	@hcapriles así es hermano y no confiarnos de nada siempre hasta el final firme soy de Maracaibo y aquí vamos todo por Pablo VIVA VENEZUELA
16852	@hcapriles  COMO YO, COMO YO NADIE TE HA AMADO-8-
16853	Dios la bendiga! RT @Andrea_Teague Algo más bello que esto? @hcapriles http://t.co/dTQyQJTE
16854	corrupto hablando de corrupcion malandro, se te va a acabar el bochinche bandido @Hcapriles
16855	RT @HayUnCamino: “#Miranda sabe que cuenta conmigo para seguir construyendo oportunidades para todos” @hcapriles http://t.co/3wCWmTiy
16856	@nicolasmaduroof SABÌA QUE EXISTE  ANZOATEGUI ? http://t.co/tlPjgq5G  @chavezcandanga @vtvcanal8 @telesurtv @canal_i @globovision @hcapriles
16857	¡ GAZA ! http://t.co/BcisNqQc @chavezcandanga @nicolasmaduroof @walterdossier @vtvcanal8 @telesurtv @globovision @hcapriles @canal_i #16D £
16858	@hcapriles asi es mi henrique no volveran ellos falsos y mentirosos politiqueros sucios
16859	@hcapriles quiero hacer labor social contigooooooooooo&lt;3
16860	@lunik68 @N0RTHWEST @taticlau @hcapriles Buenos dias!!
16861	@hcapriles: A ese candidato que nos mandaron a Miranda que le vayan ubicando un Consulado para que haga algo por la paz planetariajajaja
16862	Dice @AntaresDelAvila: Me encanta saber que con el contendiente mas cercano que tiene, el gobernador @hcapriles tiene asegurada su reelecció
16863	@hcapriles * SOLO un estúpido puede reproducir la obra de otro estúpido; el Mar de la Felicidad!
16864	@hcapriles Es y será el gobernador de Miranda, pero para mí y muchos más, el es nuestro presidente.
16865	#ComerBienVivirBien es la etiqueta que utilizaremos en el Gran Tuitazo por la semana de la Alimentación hoy 4pm @JauaMiranda @dcabellor
16866	#ComerBienVivirBien es la etiqueta que utilizaremos en el Gran Tuitazo por la semana de la Alimentación hoy 4pm @JauaMiranda @dcabellor
16867	Ante las autoridades y comunidad se expone el desastre de @hcapriles en Miranda: déficit de 7 mil policías y equipos. http://t.co/BLmJQlnw
16868	http://t.co/4vTPeCXL Lo que pude capturar de @hcapriles ayer en el estadio Luis Aparicio tan bello mi ... http://t.co/VH9t2YiK
16869	Si Chávez da la amnistía a los presos políticos seguramente @hcapriles @JulioBorges y @leopoldolopez lo postularán al Premio Nobel d la Paz
16870	@jongenballester @hcapriles que dejen de existir los partidos politicos tradicionales los de comienso y sea solo una unificacion democratica
16871	@hcapriles te queremos en la calle!! como siempre, eres nuestra voz, nuestra esperanza!!!
16872	RT @hcapriles: Seijas-Ivad,encuesta que usaban los voceros del partido rojo todas las semanas,dice que en Miranda pierden por 22 ptos
16873	@marypilih y a la Final ganaron las Aguilas... @PabloPerezOf y @hcapriles pa´los que vengan.
16874	@hcapriles ☺ ♥
16875	en ves de criticar trabaja por el triunfo asi nos ayudas a ser + millones que esten con capriles y recuperar los espacios perdids @hcapriles
16876	Hoy el equipo continúa trabajando en el municipio con Volanteos en apoyo a @hcapriles a la gobernación de Miranda #ElHatilloActivo
16877	Hoy el equipo continúa trabajando en el municipio con Volanteos en apoyo a @hcapriles a la gobernación de Miranda #ElHatilloActivo
16878	#OlaBolivariana  Se le agotaron las fuerzas al “flaquito @hcapriles: http://t.co/NIFAXBri
16879	@hcapriles teamooooooo flacoooooooo :$
16880	JAJAJAJ RT@hcapriles: A ese candidato que nos mandaron a Miranda que le vayan ubicando un Consulado para que haga algo por la paz planetaria
